epoch,AP@[IoU=0.50:0.95|area=all|maxDets=100],AP@[IoU=0.50|area=all|maxDets=100],AP@[IoU=0.75|area=all|maxDets=100],AP@[IoU=0.50:0.95|area=small|maxDets=100],AP@[IoU=0.50:0.95|area=medium|maxDets=100],AP@[IoU=0.50:0.95|area=large|maxDets=100],AR@[IoU=0.50:0.95|area=all|maxDets=1],AR@[IoU=0.50:0.95|area=all|maxDets=10],AR@[IoU=0.50:0.95|area=all|maxDets=100],AR@[IoU=0.50:0.95|area=small|maxDets=100],AR@[IoU=0.50:0.95|area=medium|maxDets=100],AR@[IoU=0.50:0.95|area=large|maxDets=100],mean_loss,learning_rate
epoch:24 0.6475,0.8228,0.7603,0.35,0.4267,0.6502,0.7539,0.7602,0.7602,0.35,0.5888,0.7625,1.6424,4e-06
epoch:25 0.6493,0.8251,0.7629,0.35,0.4241,0.6519,0.7563,0.7626,0.7626,0.35,0.5881,0.7649,1.6459,1e-06
epoch:26 0.6483,0.8239,0.7612,0.35,0.4175,0.6511,0.754,0.76,0.76,0.35,0.5823,0.7624,1.64,1e-06
epoch:27 0.6491,0.8248,0.763,0.35,0.4255,0.6517,0.7559,0.7622,0.7622,0.35,0.5744,0.7645,1.6398,1e-06
epoch:28 0.6491,0.8254,0.7634,0.35,0.4266,0.6518,0.7579,0.7643,0.7643,0.35,0.5846,0.7666,1.6393,1e-06
epoch:29 0.649,0.8242,0.7635,0.35,0.4225,0.6516,0.7553,0.7615,0.7615,0.35,0.5733,0.7638,1.6383,1e-06
epoch:30 0.6495,0.8255,0.7624,0.35,0.4318,0.6521,0.7571,0.7633,0.7633,0.35,0.5893,0.7655,1.6422,0.0
epoch:31 0.6494,0.825,0.7629,0.35,0.4266,0.6521,0.7584,0.7646,0.7646,0.35,0.5735,0.767,1.6354,0.0
epoch:32 0.6492,0.8248,0.7632,0.35,0.4259,0.6519,0.7556,0.7618,0.7618,0.35,0.5846,0.7641,1.6419,0.0
epoch:33 0.6501,0.8257,0.7641,0.35,0.4267,0.6528,0.7584,0.7648,0.7648,0.35,0.5855,0.7671,1.6353,0.0
